AAGE,ACLSWKR,ADTIND,ADTOCC,AHGA,AHRSPAY,AHSCOL,AMARITL,AMJIND,AMJOCC,ARACE,AREORGN,ASEX,AUNMEM,AUNTYPE,AWKSTAT,CAPGAIN,CAPLOSS,DIVVAL,FILESTAT,GRINREG,GRINST,HHDFMX,HHDREL,MIGMTR1,MIGMTR3,MIGMTR4,MIGSAME,MIGSUN,NOEMP,PARENT,PEFNTVTY,PEMNTVTY,PENATVTY,PRCITSHP,SEOTR,VETQVA,VETYN,WKSWORK,YEAR
41, Private,42,7, Doctorate degree(PhD EdD),0, Not in universe, Married-civilian spouse present, Medical except hospital, Professional specialty, White, All other, Male, Not in universe, Not in universe, Full-time schedules,99999,0,250, Joint both under 65, Not in universe, Not in universe, Householder, Householder, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, Poland, Germany, United-States, Native- Born in the United States,0, Not in universe,2,52,95
54, Private,21,4, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Professional specialty, White, All other, Male, No, Not in universe, Full-time schedules,0,0,375, Joint both under 65, Not in universe, Not in universe, Householder, Householder, ?, ?, ?, Not in universe under 1 year old, ?,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95
50, Federal government,47,28, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Public administration, Protective services, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95
51, Private,32,5, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Never married, Wholesale trade, Professional specialty, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,1564,12000, Single, Not in universe, Not in universe, Nonfamily householder, Householder, ?, ?, ?, Not in universe under 1 year old, ?,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95
46, Private,12,2, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Full-time schedules,7688,0,6, Joint both under 65, Not in universe, Not in universe, Householder, Householder, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95
29, Private,25,3, Bachelors degree(BA AB BS),0, Not in universe, Never married, Manufacturing-nondurable goods, Executive admin and managerial, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,2258,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94
45, Private,34,17, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Sales, White, All other, Male, No, Not in universe, Full-time schedules,0,0,30, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95
55, Private,4,4, 10th grade,0, Not in universe, Married-civilian spouse present, Construction, Professional specialty, White, All other, Male, No, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder, ?, ?, ?, Not in universe under 1 year old, ?,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95
41, Private,11,4, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Professional specialty, Black, Central or South American, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, ?, ?, ?, Native- Born abroad of American Parent(s),0, Not in universe,2,52,95
45, State government,43,6, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Education, Professional specialty, Asian or Pacific Islander, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, India, India, India, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,94
41, Self-employed-not incorporated,45,12, Doctorate degree(PhD EdD),0, Not in universe, Married-civilian spouse present, Other professional services, Professional specialty, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95
45, Federal government,47,12, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Public administration, Professional specialty, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,300, Joint both under 65, Not in universe, Not in universe, Householder, Householder, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94
51, Private,35,2, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Executive admin and managerial, White, All other, Male, No, Not in universe, Full-time schedules,0,0,2500, Joint both under 65, Not in universe, Not in universe, Householder, Householder, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95
31, Local government,41,3, Bachelors degree(BA AB BS),0, Not in universe, Never married, Hospital services, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95
60, Private,43,9, Prof school degree (MD DDS DVM LLB JD),0, Not in universe, Married-civilian spouse present, Education, Professional specialty, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,100, Joint both under 65, Not in universe, Not in universe, Householder, Householder, Nonmover, Nonmover, Nonmover, Yes, Not in universe,5, Not in universe, Germany, Germany, Germany, Foreign born- U S citizen by naturalization,0, Not in universe,2,52,94
63, Self-employed-incorporated,45,11, Doctorate degree(PhD EdD),0, Not in universe, Married-civilian spouse present, Other professional services, Professional specialty, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95
46, Private,4,34, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Construction, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94
35, Private,34,2, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Executive admin and managerial, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,50, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95
39, Private,41,8, Bachelors degree(BA AB BS),0, Not in universe, Separated, Hospital services, Professional specialty, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, Philippines, Philippines, Philippines, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,94
46, Self-employed-incorporated,45,11, Prof school degree (MD DDS DVM LLB JD),0, Not in universe, Married-civilian spouse present, Other professional services, Professional specialty, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,1902,100, Joint both under 65, Not in universe, Not in universe, Householder, Householder, Nonmover, Nonmover, Nonmover, Yes, Not in universe,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94
39, Private,34,17, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Sales, White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94
